key,answer_A_label,answer_B_label,winner,winner_raw,model
5e94f536bd7aaa2425824d9f19d46e3bbdc0d821,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
69f5657d2d11b0fba815b86b22dde063031c5c3d,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
3811873599d19bf989f647004b4b8719ad5fcabc,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
9408473fa8bbab09ca51cebdd41bbcf790b5eb36,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
20c5db5152ccb37e0ae6162707bae26df2bf2d6f,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
5adea2ddb77cbe5edf4e02f857ebad267563d082,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
811a81dee33ea48efdcf7032302a9eadeae134e6,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
aec21e925d246ec50e480956f95a55f4d4c656b3,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
5ece1b20652878ad52dc977aba863c88aef12c99,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
a5bed1001b749b3e8b6d2643067ce48fae56e0d7,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
7e531e3346caef479a8389b479b0dbdceded0203,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
6ee66ba47db125628b299aab52fdd0aae6f5bbf1,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
0bc223a4b31a852860b303f6badbb659aa12f731,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
